Ref_Date,GEO,EST,Vector,Coordinate,Value
1986,Canada,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47206,1.7,52931
1987,Canada,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47206,1.7,57129
1988,Canada,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47206,1.7,53118
1989,Canada,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47206,1.7,57320
1990,Canada,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47206,1.7,60035
1991,Canada,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47206,1.7,57211
1992,Canada,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47206,1.7,71817
1993,Canada,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47206,1.7,67316
1994,Canada,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47206,1.7,74384
1995,Canada,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47206,1.7,79332
1996,Canada,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47206,1.7,84280
1997,Canada,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47206,1.7,86615
1998,Canada,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47206,1.7,89898
1999,Canada,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47206,1.7,90039
2000,Canada,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47206,1.7,91664
2001,Canada,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47206,1.7,91044
2002,Canada,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47206,1.7,101305
2003,Canada,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47206,1.7,110441
2004,Canada,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47206,1.7,108868
2005,Canada,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47206,1.7,95192
2006,Canada,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47206,1.7,107926
2007,Canada,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47206,1.7,106510
2008,Canada,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47206,1.7,99950
2009,Canada,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47206,1.7,96812
2010,Canada,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47206,1.7,93355
2011,Canada,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47206,1.7,89085
2012,Canada,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47206,1.7,94578
1908,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,0.79
1909,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,0.61
1910,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,0.82
1911,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,0.99
1912,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,0.73
1913,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,0.82
1914,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,0.81
1915,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,1.01
1916,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,1.34
1917,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,1.69
1918,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,1.63
1919,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,1.58
1920,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,1.62
1921,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,1.28
1922,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,0.9
1923,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,1.02
1924,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,0.85
1925,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,2.06
1926,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,1.47
1927,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,1.17
1928,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,0.81
1929,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,1.59
1930,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,0.83
1931,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,0.43
1932,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,0.63
1933,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,0.77
1934,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,0.5
1935,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,0.8
1936,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,1.14
1937,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,0.63
1938,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,0.92
1939,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,1.13
1940,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,0.84
1941,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,1.25
1942,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,1.51
1943,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,1.79
1944,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,1.52
1945,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,2.24
1946,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,1.7
1947,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,2.19
1948,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,1.64
1949,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,1.51
1950,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,1.24
1951,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,3.38
1952,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,2.81
1953,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,1.32
1954,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,2.46
1955,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,1.8
1956,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,1.78
1957,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,1.76
1958,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,1.76
1959,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,2.78
1960,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,2.03
1961,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,1.43
1962,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,1.58
1963,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,1.74
1964,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,2.89
1965,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,2.61
1966,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,1.52
1967,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,1.86
1968,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,1.67
1969,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,2.28
1970,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,2.16
1971,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,1.84
1972,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,3.49
1973,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,5.35
1974,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,2.72
1975,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,5.14
1976,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,3.96
1977,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,3.25
1978,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,3.69
1979,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,3.2
1980,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,7.34
1981,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,5.39
1982,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,4.9
1983,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,7.3
1984,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,5.71
1985,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,4.14
1986,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,7.23
1987,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,5.85
1988,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,7.73
1989,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,8.05
1990,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,6.59
1991,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,6.73
1992,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,5.28
1993,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,8.41
1994,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,8.05
1995,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,7.53
1996,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,6.48
1997,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,7.64
1998,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,8.19
1999,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,8.24
2000,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,7.87
2001,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,10.55
2002,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,9.65
2003,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,7.99
2004,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,7.64
2005,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,9.89
2006,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,8.58
2007,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,9.05
2008,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,11.98
2009,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,11.27
2010,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,11.57
2011,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,12.2
2012,Canada,"Average farm price, potatoes (dollars per hundredweight)",v47173,1.4,11.84
1908,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,34819
1909,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,36399
1910,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,27427
1911,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,42478
1912,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,37329
1913,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,38418
1914,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,41598
1915,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,36460
1916,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,50982
1917,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,80804
1918,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,102235
1919,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,118894
1920,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,129803
1921,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,82148
1922,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,50320
1923,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,56418
1924,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,47956
1925,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,82860
1926,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,69204
1927,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,54341
1928,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,40874
1929,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,63372
1930,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,39858
1931,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,22359
1932,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,24920
1933,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,33092
1934,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,23822
1935,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,30854
1936,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,45125
1937,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,26650
1938,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,33093
1939,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,41065
1940,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,35394
1941,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,46234
1942,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,60143
1943,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,71412
1944,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,67198
1945,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,71333
1946,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,71133
1947,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,83103
1948,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,72749
1949,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,64292
1950,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,54329
1951,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,101189
1952,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,103795
1953,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,55004
1954,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,74067
1955,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,67436
1956,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,69523
1957,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,72093
1958,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,65093
1959,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,93367
1960,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,80905
1961,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,59655
1962,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,70223
1963,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,74913
1964,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,128930
1965,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,112102
1966,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,78514
1967,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,80451
1968,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,82011
1969,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,110473
1970,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,109371
1971,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,83780
1972,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,143487
1973,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,240929
1974,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,138632
1975,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,230012
1976,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,193386
1977,Canada,"Total farm value, potatoes (dollars x 1,000)",v47184,1.5,158625
